#Thorlabs FTS
[SpectrumHeader]
#Date,20240903
#Time,13223787
#GMTTime,16223787
#Instrument,0
#InstrModel,CCS100
#Series,0
#InterferometerSerial,M00989451
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,5
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,1000.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,13427.006836
#WnrMax,31090.064453
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.310000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
3.215532837e+02,1.099001034e-03
3.216608276e+02,1.468354953e-03
3.217684021e+02,-6.978258607e-04
3.218759460e+02,-1.586418250e-03
3.219835205e+02,-1.069467166e-03
3.220910950e+02,-1.237047836e-03
3.221987000e+02,-1.448131166e-03
3.223062744e+02,-9.924073674e-05
3.224138794e+02,-1.046060002e-03
3.225214844e+02,-5.391741870e-04
3.226290894e+02,-9.552186239e-04
3.227367249e+02,-8.120639250e-04
3.228443604e+02,5.770089338e-04
3.229519958e+02,6.370458868e-04
3.230596313e+02,-9.776678635e-04
3.231672668e+02,4.817671143e-04
3.232749329e+02,-3.262989630e-04
3.233825684e+02,-7.343294419e-05
3.234902344e+02,-6.939861341e-04
3.235979309e+02,-3.853054659e-04
3.237055969e+02,-1.109901699e-03
3.238132935e+02,-4.019860353e-04
3.239209900e+02,-3.675421176e-04
3.240286865e+02,5.048111416e-05
3.241363831e+02,-1.775218552e-04
3.242441101e+02,1.098700217e-03
3.243518372e+02,5.344375968e-04
3.244595642e+02,1.272211433e-03
3.245672913e+02,2.641239844e-04
3.246750183e+02,-1.368385565e-04
3.247827759e+02,2.457427618e-04
3.248905334e+02,-5.728313117e-04
3.249982910e+02,4.883657675e-04
3.251060486e+02,-2.223069750e-04
3.252138367e+02,5.874827038e-04
3.253216248e+02,-1.410853933e-03
3.254294128e+02,-1.573104055e-05
3.255372009e+02,4.758810683e-04
3.256449890e+02,8.399442886e-04
3.257528076e+02,4.640940097e-05
3.258606262e+02,-5.295826122e-04
3.259684448e+02,4.338394501e-04
3.260762634e+02,-9.018212440e-04
3.261841125e+02,-2.739437332e-04
3.262919617e+02,-4.272017686e-04
3.263998108e+02,-1.974781742e-03
3.265076599e+02,4.852618149e-04
3.266155090e+02,-8.311397396e-04
3.267233887e+02,-6.129633985e-04
3.268312683e+02,-8.339358610e-04
3.269391479e+02,-6.209628773e-04
3.270470276e+02,1.281160046e-03
3.271549377e+02,-2.911482079e-05
3.272628174e+02,1.062518568e-03
3.273707275e+02,-9.621181525e-04
3.274786682e+02,2.602286113e-04
3.275865784e+02,7.203245768e-04
3.276945190e+02,4.596871440e-04
3.278024292e+02,-2.858800290e-04
3.279104004e+02,-6.225281395e-04
3.280183411e+02,-2.118231059e-04
3.281262817e+02,-1.349351078e-04
3.282342529e+02,-1.426094561e-03
3.283422241e+02,5.207117647e-04
3.284501953e+02,1.920412615e-04
3.285581970e+02,6.726723223e-05
3.286661682e+02,2.126586478e-04
3.287741699e+02,-6.530461833e-04
3.288821716e+02,-1.524276799e-03
3.289901733e+02,-5.414326370e-05
3.290982056e+02,-2.430398454e-04
3.292062073e+02,-1.725546317e-04
3.293142395e+02,-1.777389989e-04
3.294222717e+02,4.971096059e-04
3.295303345e+02,-1.149768825e-03
3.296383667e+02,4.247571342e-04
3.297464294e+02,-9.619893390e-04
3.298544922e+02,-1.241590053e-05
3.299625549e+02,-9.014536045e-04
3.300706482e+02,-7.946855621e-04
3.301787109e+02,7.974376786e-05
3.302868042e+02,-1.560920500e-03
3.303948975e+02,-1.576731564e-03
3.305030212e+02,6.608393596e-05
3.306111145e+02,-1.813965209e-04
3.307192383e+02,1.091199829e-05
3.308273621e+02,-1.111962716e-03
3.309354858e+02,-7.375114947e-04
3.310436096e+02,1.298998715e-03
3.311517639e+02,1.178953607e-04
3.312599182e+02,-9.964084020e-04
3.313680725e+02,-4.976265482e-04
3.314762268e+02,-9.630109998e-04
3.315844116e+02,1.366377459e-03
3.316925659e+02,2.150027140e-04
3.318007507e+02,-4.132173490e-04
3.319089355e+02,2.011499646e-06
3.320171509e+02,2.017329462e-05
3.321253357e+02,6.321997498e-04
3.322335510e+02,-2.135185605e-05
3.323417664e+02,-4.567859869e-04
3.324499817e+02,2.164265607e-04
3.325582275e+02,-2.524284173e-05
3.326664429e+02,-8.654505946e-04
3.327746887e+02,-4.954235628e-04
3.328829346e+02,-5.198760191e-04
3.329912109e+02,-5.697456072e-04
3.330994568e+02,-3.654349712e-04
3.332077332e+02,-1.454155543e-03
3.333160095e+02,2.272270358e-04
3.334242859e+02,-2.061371459e-03
3.335325623e+02,-2.000608714e-03
3.336408691e+02,-9.582919884e-04
3.337491760e+02,-1.098426990e-03
3.338574829e+02,-2.903795976e-04
3.339657898e+02,-4.600117973e-04
3.340740967e+02,-5.386580597e-04
3.341824341e+02,-7.710981881e-04
3.342907715e+02,-4.826704098e-04
3.343991089e+02,-8.408235735e-04
3.345074463e+02,1.648814505e-04
3.346158142e+02,7.214226644e-04
3.347241821e+02,2.297712257e-03
3.348325500e+02,-1.157170045e-03
3.349409180e+02,4.674148222e-04
3.350492859e+02,-1.602593838e-04
3.351576843e+02,-1.064168173e-03
3.352660828e+02,-5.598398275e-04
3.353744812e+02,-3.607206454e-04
3.354828796e+02,-1.739717321e-03
3.355912781e+02,-1.835441566e-03
3.356997070e+02,-1.845358172e-03
3.358081360e+02,-2.419484081e-04
3.359165649e+02,-3.469396615e-04
3.360249939e+02,-5.577422562e-04
3.361334534e+02,7.142507820e-04
3.362419128e+02,6.251493469e-04
3.363503723e+02,-9.165440570e-04
3.364588318e+02,-1.092062681e-03
3.365672913e+02,-1.108507044e-03
3.366757812e+02,-4.344565241e-05
3.367842712e+02,-1.372898114e-03
3.368927612e+02,-1.528715598e-03
3.370012512e+02,-5.051651387e-04
3.371097412e+02,-1.219171449e-03
3.372182617e+02,-8.335899911e-04
3.373267822e+02,3.095779975e-04
3.374353027e+02,-2.955198870e-04
3.375438538e+02,-4.691190261e-04
3.376523743e+02,7.852296694e-04
3.377609253e+02,-8.636161801e-04
3.378694763e+02,-7.346490747e-04
3.379780273e+02,-8.416183846e-05
3.380865784e+02,-7.929475396e-04
3.381951599e+02,-3.104545249e-05
3.383037415e+02,1.737159095e-03
3.384123230e+02,-1.174970064e-03
3.385209045e+02,-5.681877374e-04
3.386295166e+02,-6.395736127e-04
3.387380981e+02,-7.747928612e-04
3.388467102e+02,-3.558426442e-06
3.389553223e+02,-4.178266972e-04
3.390639648e+02,-1.340015209e-03
3.391725769e+02,-5.688075908e-05
3.392812195e+02,-2.417150390e-04
3.393898621e+02,3.230407892e-04
3.394985046e+02,-1.482201187e-04
3.396071472e+02,1.096828957e-03
3.397158203e+02,-4.064162567e-05
3.398244934e+02,-7.633910864e-04
3.399331665e+02,3.194549063e-04
3.400418396e+02,-5.010937457e-04
3.401505432e+02,-1.295194845e-03
3.402592163e+02,1.604840741e-03
3.403679199e+02,4.421493213e-04
3.404766235e+02,5.240843748e-04
3.405853271e+02,-1.080979244e-03
3.406940613e+02,-1.312421984e-03
3.408027954e+02,-2.896778751e-04
3.409115295e+02,-6.206320541e-05
3.410202637e+02,-5.255223368e-04
3.411289978e+02,1.346091594e-04
3.412377625e+02,5.853887997e-04
3.413464966e+02,-4.386536311e-04
3.414552612e+02,6.053699326e-05
3.415640564e+02,-2.082662424e-03
3.416728210e+02,-1.252914197e-03
3.417816162e+02,4.589306172e-06
3.418904114e+02,-1.009764848e-03
3.419992065e+02,-2.436194627e-04
3.421080017e+02,-7.099585491e-04
3.422167969e+02,5.134472303e-05
3.423256226e+02,9.438974666e-04
3.424344482e+02,-2.951638598e-04
3.425432739e+02,4.370285315e-04
3.426520996e+02,8.223939803e-04
3.427609558e+02,-1.734425197e-03
3.428698120e+02,-4.808454833e-04
3.429786682e+02,-6.013107486e-04
3.430875244e+02,-7.430684054e-04
3.431963806e+02,-9.772049962e-04
3.433052673e+02,-9.527158109e-04
3.434141541e+02,-2.473450731e-04
3.435230408e+02,-1.453562872e-03
3.436319275e+02,-4.727084306e-04
3.437408142e+02,-7.398921298e-04
3.438497314e+02,5.225860514e-04
3.439586487e+02,-5.977581604e-04
3.440675659e+02,-6.724897539e-04
3.441764832e+02,6.257022615e-04
3.442854309e+02,-4.275044485e-04
3.443943481e+02,-7.488047704e-04
3.445032959e+02,-4.325217742e-04
3.446122437e+02,-1.551365713e-03
3.447212219e+02,-8.898819215e-04
3.448301697e+02,-1.880489144e-04
3.449391479e+02,1.853875146e-04
3.450481262e+02,2.491538471e-04
3.451571045e+02,-1.066703349e-03
3.452660828e+02,-3.227794368e-04
3.453750916e+02,-1.566149178e-03
3.454841003e+02,4.849228717e-04
3.455931091e+02,-4.983068793e-04
3.457021179e+02,1.632499392e-03
3.458111267e+02,-1.642223797e-04
3.459201660e+02,5.171054727e-05
3.460292053e+02,3.906145575e-04
3.461382446e+02,7.427214296e-04
3.462472839e+02,-1.036862028e-03
3.463563538e+02,1.017082031e-04
3.464653931e+02,-3.302656987e-04
3.465744629e+02,-2.115763258e-03
3.466835327e+02,-5.439186352e-04
3.467926331e+02,3.498469596e-04
3.469017029e+02,-2.737961186e-04
3.470108032e+02,-1.162723289e-03
3.471199036e+02,5.807005800e-05
3.472290039e+02,-4.729224311e-04
3.473381042e+02,-4.373733827e-04
3.474472351e+02,1.036628892e-04
3.475563660e+02,-7.646628655e-04
3.476654968e+02,-3.081855830e-04
3.477746277e+02,1.102647046e-03
3.478837585e+02,-6.082946784e-04
3.479929199e+02,2.382882958e-04
3.481020813e+02,-2.283187205e-04
3.482112427e+02,-1.743576722e-03
3.483204041e+02,3.417055123e-04
3.484295654e+02,-2.138998389e-04
3.485387573e+02,1.356408582e-03
3.486479492e+02,9.505734197e-04
3.487571411e+02,-2.810016449e-04
3.488663330e+02,3.109075478e-04
3.489755249e+02,-8.516823873e-04
3.490847473e+02,7.512508892e-04
3.491939697e+02,-1.258565928e-03
3.493031921e+02,-4.636041413e-04
3.494124146e+02,3.939903982e-04
3.495216675e+02,-1.100712107e-03
3.496309204e+02,-1.174965757e-03
3.497401733e+02,5.086972378e-04
3.498494263e+02,-6.103008636e-04
3.499586792e+02,-1.307667262e-04
3.500679626e+02,-5.685944343e-04
3.501772156e+02,-1.225236221e-03
3.502864990e+02,4.572104372e-04
